name,genre,type,community_rating
ie naki ko remi specials 2001,"Adventure, Drama, Slice of Life",Special,6.478387584248495
kimikiss pure rouge special,"Romance, School",Special,6.759321565186363
koukou butouden crows,"Action, School, Shounen",OVA,6.54293497060489
kyou no 5 no 2 kagai jugyou mizukake,"Comedy, Ecchi, School, Seinen",Special,6.659536313425036
macross 7 encore,"Action, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",OVA,6.686584587415941
mahoromatic end year special,"Comedy, Ecchi, Military, Romance, Sci-Fi",Special,6.664149560815595
miyori no mori,"Drama, Fantasy, Slice of Life",Special,6.702602896335419
overlord ple ple pleiades,"Action, Comedy, Fantasy, Magic",Special,6.905290300124602
saikyou bushouden sangoku engi,Historical,TV,6.535820372390052
saint seiya saishuu seisen no senshitachi,"Adventure, Sci-Fi, Shounen",Movie,6.7430228153803515
shin maple town monogatari palm townhen,"Fantasy, Slice of Life",TV,6.494647794042104
shinzou ningen casshern,Action,TV,6.599312680062795
super fishing grander musashi,"Adventure, Sports",TV,6.561982163700941
tatsu no ko tarou,"Adventure, Demons, Fantasy, Historical",Movie,6.558835985824188
tokumu sentai shinesman,"Action, Comedy, Sci-Fi",OVA,6.546706199417698
touhou niji sousaku doujin anime musou kakyou,"Fantasy, Magic",OVA,6.8618550741325315
yat anshin uchuu ryokou 2,"Adventure, Comedy, Sci-Fi, Shounen",TV,6.48868529507705
yugioh zexal second,"Action, Fantasy, Game, Shounen",TV,6.791503574075524
yuusha ni narenakatta ore wa shibushibu shuushoku wo ketsui shimashita,"Comedy, Ecchi, Fantasy, Romance",TV,7.023701093410349
quotbungaku shoujoquot kyou no oyatsu hatsukoi,"Comedy, Fantasy, School",OVA,6.821252022675634
hackroots,"Adventure, Drama, Fantasy, Game, Sci-Fi",TV,6.965174831024157
achannel,"Comedy, School, Seinen, Slice of Life",TV,6.976445052674636
beet the vandel buster,"Adventure, Fantasy, Shounen, Supernatural",TV,6.76555117080829
cardfight vanguard asia circuithen,"Action, Adventure, Demons, Game, Shounen",TV,6.782556295048369
children record,Music,Music,6.502718488700804
devil survivor 2 the animation,"Action, Demons, Supernatural",TV,7.008670446335053
dominion,"Comedy, Mecha, Police, Sci-Fi",OVA,6.73155078008269
fractale,"Adventure, Fantasy, Sci-Fi",TV,6.971961382860143
gdgd fairies,Comedy,TV,6.575791356204379
gegege no kitarou 1968,"Adventure, Comedy, Fantasy, Horror, Supernatural",TV,6.530299482502638
genki bakuhatsu ganbaruger,"Mecha, Shounen",TV,6.481267122990917
gokujou seitokai,"Comedy, School, Slice of Life",TV,6.797946380217217
hyper police,"Action, Comedy, Police, Romance, Sci-Fi",TV,6.666047632591903
katte ni kaizou,"Comedy, Parody, School, Sci-Fi, Shounen",OVA,6.866412206552808
kaze to ki no uta sanctus sei naru kana,"Drama, Historical, Romance, Shoujo, Shounen Ai",OVA,6.694711604818794
kinnikuman kinnikusei oui soudatsuhen,"Action, Comedy, Shounen, Sports",TV,6.49892221816278
lupin iii kiri no elusive,"Action, Adventure, Comedy, Shounen",Special,6.592096422507064
maihime specials,Comedy,Special,6.755485353253539
mariaholic alive,"Comedy, Parody, School, Shoujo Ai",TV,6.946234473982
monkey king hero is back,"Adventure, Fantasy, Historical, Martial Arts, Supernatural",Movie,6.489946055845136
namiuchigiwa no muromisan,"Comedy, Fantasy, Slice of Life",TV,6.89770291994662
natsuiro kiseki,"School, Slice of Life, Supernatural",TV,6.903594318245563
new dominion tank police,"Comedy, Mecha, Police, Sci-Fi, Shounen",OVA,6.66846318620536
nirvana,Music,Music,6.5531635733319185
ore ga ojousama gakkou ni quotshomin samplequot toshite getssareta ken,"Comedy, Ecchi, Harem, Romance, School",TV,6.9948463566071375
rinne no lagrange season 2,"Action, Comedy, Mecha, Sci-Fi",TV,6.863214790435277
rockmanexe,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,6.861738815551048
scryed alteration ii quan,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,6.582062328464452
shingeki kyojin chuugakkou,"Comedy, Parody, School, Shounen",TV,6.96889602840241
shinmai maou no testament burst specials,"Comedy, Demons, Ecchi",Special,6.621078401897652
shouwa monogatari,"Drama, Historical",TV,6.623371477241149
sola specials,"Comedy, Romance, Slice of Life, Supernatural",Special,6.797813394896235
the idolmster cinderella girls 2nd anniversary pv,Music,Music,6.580853481811888
zettai muteki raijinoh,"Adventure, Mecha, School, Sci-Fi, Shounen",TV,6.494230278523723
zettai shounen,"Drama, Fantasy, Mystery, Sci-Fi, Shounen",TV,6.784359450372044
zombieloan,"Action, Horror, Shounen, Supernatural",TV,7.0048718900744085
achannel achannel,"Comedy, School, Seinen, Slice of Life",Special,6.796937744419978
ai no senshi rainbowman,"Action, Adventure, Mecha, Sci-Fi",TV,6.489848967402105
animation seisaku shinkou kuromichan 2,"Comedy, Drama, Parody",OVA,6.629612843972529
bleach the sealed sword frenzy,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Special,6.982417988581648
cb chara go nagai world,"Action, Comedy, Parody",OVA,6.5147934445289035
clamp gakuen tanteidan,"Action, Comedy, Mystery",TV,6.726640233048128
code geass hangyaku no lelouch  kiseki no birthday picture drama,"School, Supernatural",Special,6.849511144314648
crayon shinchan movie 15 arashi wo yobu utau ketsu dake bakudan,"Comedy, Ecchi, Kids, School",Movie,6.517952508355941
dcii da capo ii,"Drama, Ecchi, Romance, School",TV,6.888842296204245
dragon ball movie 1 shen long no densetsu,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,6.90934191955529
dragon ball z summer vacation special,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Special,6.6421901012675715
dragon half,"Comedy, Fantasy, Parody",OVA,6.7844944248073915
hakaima sadamitsu,"Action, Mecha, School, Sci-Fi, Seinen",TV,6.61177943603629
heisei inu monogatari bow,"Adventure, Comedy",TV,6.484406755163525
i11s pure,"Comedy, Drama, Ecchi, Romance, School",OVA,6.840915228694332
ikkyuusan,"Comedy, Historical, Kids",TV,6.500641221642662
it1s a rumic world 50th anniversary weeklyshonen sunday,"Comedy, Sci-Fi",Special,6.565716910552062
kannazuki no miko,"Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural",TV,6.943306092931859
kimi ga nozomu eien next season,"Drama, Romance",OVA,6.866868406061238
live on cardliver kakeru,"Fantasy, Game",TV,6.490073454340327
macross 7 movie ginga ga ore wo yondeiru,"Action, Adventure, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",Movie,6.67041521074311
mashin eiyuuden wataru 2,"Adventure, Comedy, Mecha",TV,6.488046570917124
minami no niji no lucy,"Adventure, Drama, Slice of Life",TV,6.501826694239411
onegaitwins,"Comedy, Drama, Harem, School, Sci-Fi",TV,6.968553319844511
ore no imouto ga konnani kawaii wake ga nai sd chara ni yoru short movie,Comedy,Special,6.695481676463512
pokemon the movie xyampz volcanion to karakuri no magiana,"Adventure, Fantasy, Kids",Movie,6.620930759905628
pokemon xyampz specials,"Action, Adventure, Comedy, Fantasy, Kids",Special,6.537610997320144
pokemon celebi toki wo koeta deai,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,6.9675864618027905
queen emeraldas,"Action, Adventure, Sci-Fi",OVA,6.611056640572636
renkin sankyuu magical pokaan specials,"Comedy, Ecchi, Magic, Parody, Vampire",Special,6.654680847971338
rokyubu,"Comedy, Ecchi, School, Sports",TV,6.950898571591701
saint seiya jashin eris,"Adventure, Sci-Fi, Shounen",Movie,6.766744710986863
shinigami no ballad,"Drama, Fantasy, Psychological, Supernatural",TV,6.916140674198102
stranger mukou hadan pilot,"Action, Adventure, Historical, Samurai, Seinen",Special,6.656268363235931
taimadou gakuen 35 shiken shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",TV,6.998532712760124
tantei opera milky holmes summer special,"Comedy, Mystery, Super Power",Special,6.664657184566697
tell your world,Music,Music,6.587480190993197
to heart 2 ova,"Comedy, Drama, Harem, Romance, School",OVA,6.656628644173351
touhou niji sousaku doujin anime musou kakyou special,"Fantasy, Magic",OVA,6.584009267720404
tribe cool crew,"Music, School",TV,6.612944642822461
tsuyoshi shikkari shinasai,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,6.49130492330009
yugioh 1999,"Adventure, Comedy, Fantasy, Game, Shounen",Movie,6.8964114422120755
aa megamisama chichaitte koto wa benri da ne,"Comedy, Magic, Supernatural",TV,6.823611782109918
ai yori aoshi enishi  miyuki,"Comedy, Drama, Romance",Special,6.791398332478318
amatsuki,"Action, Fantasy, Historical, Shoujo, Supernatural",TV,6.93305477873145
animal yokochou,"Adventure, Comedy, Fantasy, Shoujo",TV,6.538896675280081
animation seisaku shinkou kuromichan,"Comedy, Drama, Parody",OVA,6.679660467486771
candy boy episode ex01  mirai yohouzu,"School, Shoujo Ai, Slice of Life",OVA,6.827528159477562
crayon shinchan movie 23 ora no hikkoshi monogatari  saboten daisuugeki,"Comedy, Kids, Shounen",Movie,6.486773048813896
daitoshokan no hitsujikai,"Harem, Romance, School",TV,6.94246068755252
digimon xros wars,"Action, Adventure, Comedy, Fantasy, Shounen",TV,6.869248606034647
etotama,"Action, Comedy, Fantasy",TV,6.920344610762497
genji monogatari sennenki,"Drama, Historical, Romance",TV,6.7348910505787085
gintama x mameshiba,"Comedy, Parody",Special,6.67419023555302
girls und panzer fushou  akiyama yukari no sensha kouza,"Military, School",Special,6.681377490063368
hare tokidoki buta tv,Comedy,TV,6.4938671121044536
hi no tori yamatohen,"Drama, Historical",OVA,6.517846716191865
hoshizora e kakaru hashi,"Comedy, Ecchi, Harem, Romance, School",TV,6.981941891639852
kantai collection kancolle,"Action, Military, School, Sci-Fi, Slice of Life",TV,6.990258059136737
kindaichi shounen no jikenbo returns 2nd season akechi keibu no jikenbo,"Mystery, Shounen",Special,6.4948425429421315
kindaichi shounen no jikenbo kuromajutsu satsujin jikenhen,"Mystery, Shounen",OVA,6.5032049973396
kogepan,Comedy,TV,6.644428191213967
kowarekake no orgel special,"Drama, Music, Sci-Fi, Seinen, Slice of Life",Special,6.7100440302546875
lupin iii ai no da capo  fujiko1s unlucky days,"Action, Adventure, Comedy, Shounen",Special,6.608481240007132
macross flash back 2012,"Drama, Mecha, Military, Sci-Fi",OVA,6.665027514862873
mahoutsukai precure,"Action, Fantasy, Magic, School, Shoujo, Slice of Life",TV,6.627468324656165
maniemanie meikyuu monogatari,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Movie,6.751156256125903
mobile suit gundam ms igloo 2 gravity of the battlefront,"Mecha, Sci-Fi",OVA,6.703290013346253
nisekoimonogatari,Music,ONA,6.833214014369032
ojamajo doremi ova,"Kids, Magic",OVA,6.50409511780831
okusama ga seitokaichou okusama gekijou,"Comedy, Shounen",Special,6.639058830020492
one piece film gold episode 0  711 ver,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,6.636585883528218
pokemon best wishes season 2 episode n,"Action, Adventure, Comedy, Fantasy, Kids",TV,6.8021603094273075
pokemon crystal raikou ikazuchi no densetsu,"Action, Adventure, Comedy, Fantasy, Kids",Special,6.805028789144249
pokemon pikachu to eevee friends,"Adventure, Comedy, Fantasy, Kids",Movie,6.6269721205661405
precure all stars movie minna de utau  kiseki no mahou,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,6.498816306912017
prince of stride alternative,Sports,TV,6.978326090811612
prince of tennis oshougatsu special,"Action, Comedy, Shounen, Sports",Special,6.659864605809922
shin hokuto no ken,"Action, Martial Arts, Sci-Fi, Shounen",OVA,6.6940023394275965
shisha no teikoku,"Historical, Psychological, Sci-Fi",Movie,6.904793974351441
tantei opera milky holmes,"Comedy, Mystery, Super Power",TV,6.896419786953373
tetsujin 28gou 1980,"Action, Mecha",TV,6.505242665735917
thedoraemons the mysterious thief dorapan the mysterious cartel,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,6.494626081771968
to heart 2 ad,"Comedy, Ecchi, Romance",OVA,6.643743465399986
tokyo mew mew,"Adventure, Comedy, Fantasy, Magic, Romance, Sci-Fi, Shoujo, Supernatural",TV,6.969006747054114
uchuu senkan yamato movie,"Drama, Military, Sci-Fi, Space",Movie,6.566656599273783
vampire knight gekiai no portrait,"Comedy, Shoujo, Vampire",Special,6.874415405297492
vexille 2077 nihon sakoku,"Action, Military, Sci-Fi",Movie,6.813036854949841
wake up girls,"Drama, Music",TV,6.899600918628509
white album 2nd season,"Drama, Harem, Music, Romance",TV,6.880018145354691
zero no tsukaima princesses no rondo picture drama,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",Special,6.8734365059199884
zone of the enders dolores i,"Action, Adventure, Comedy, Mecha, Military, Sci-Fi, Space",TV,6.700983780560952
accel world infiniteburst,"Action, Game, Romance, School, Sci-Fi",Movie,6.857869334303637
arslan senki,"Action, Adventure, Drama, Fantasy, Historical",OVA,6.765393175917417
baka to test to shoukanjuu matsuri  sentaku ni yotte tenkai ga kawaru quotlips eizouquot,"Comedy, Parody",ONA,6.839787337435122
codebreaker,"Action, Comedy, School, Shounen, Super Power, Supernatural",TV,6.992686466178586
dragon ball movie 2 majinjou no nemuri hime,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,6.882660058061255
dwaejiui wang,"Drama, Psychological, Seinen, Thriller",Movie,6.585591205577844
fortune arterial akai yakusoku  tadoritsuita basho,"Comedy, Fantasy, Harem, Romance, Vampire",OVA,6.838083637738434
futari wa precure max heart,"Action, Comedy, Fantasy, Magic, Shoujo",TV,6.705545796645283
ichigo 100 ova,"Comedy, Ecchi, Harem, Romance, School, Shounen",OVA,6.84355730630057
iron kid,"Action, Adventure, Comedy, Sci-Fi",TV,6.508856591812644
keroro gunsou mushakero ohirome sengoku ranstar dai battle,"Action, Comedy, Mecha, Parody, Samurai, Shounen",Special,6.4935836626038945
kinnikuman ii sei ultimate muscle 2,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",TV,6.559326459882392
koi to senkyo to chocolate special,"Drama, Romance, School",Special,6.813001774214154
koisuru tenshi angelique kokoro no mezameru toki,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",TV,6.697493881875165
kumo no you ni kaze no you ni,"Adventure, Drama, Historical, Romance",Movie,6.614296954944245
lostorage incited wixoss,"Game, Psychological",TV,6.857743034127825
lupin iii bye bye liberty  kiki ippatsu,"Action, Adventure, Comedy, Shounen",Special,6.604435147207661
mini sengoku basara two tsukiyo no katakurakun,"Comedy, Historical",Special,6.604334501203848
mirai shounen conan 2 taiga daibouken,"Adventure, Drama, Sci-Fi",TV,6.510010896356972
mizu no kotoba,"Drama, Psychological, Sci-Fi",Special,6.817510650811491
munto,"Fantasy, Magic, Romance",OVA,6.781446931862033
musaigen no phantom world,"Action, Comedy, Fantasy, Slice of Life, Supernatural",TV,6.9996542734581215
ninin ga shinobuden,"Comedy, Martial Arts, Parody",TV,6.864257264036184
pokemon omega ruby amp alpha sapphire mega special animation,"Action, Adventure, Fantasy, Kids",ONA,6.633661944217942
princess lover,"Comedy, Ecchi, Harem, School",TV,6.9824480907061215
rayearth,"Action, Adventure, Fantasy",OVA,6.747152076886893
rocket girls,"Adventure, Sci-Fi",TV,6.651003239121977
shirobako specials,"Adventure, Comedy",Special,6.774362898767674
shounen maid special,"Comedy, Shoujo, Slice of Life",OVA,6.577509691424688
tottoko hamtarou,"Adventure, Comedy, Kids",TV,6.891143680187492
1000nen joou queen millennia,"Adventure, Drama, Fantasy, Sci-Fi",Movie,6.559932629240379
anikuri15,"Adventure, Comedy, Drama, Fantasy, Game, Magic, Martial Arts, Mecha, School, Sci-Fi, Slice of Life, Super Power, Supernatural",Special,6.7829457593177
astro boy tetsuwan atom,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,6.73757682856531
asu no yoichi,"Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen",TV,6.975865285212026
bakuman 2nd season special,Comedy,Special,6.693837267000971
bakuten shoot beyblade g revolution,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",TV,6.853604013166388
battle athletess daiundoukai tv,"Action, Adventure, Comedy, Drama, School, Sci-Fi, Shounen, Sports",TV,6.6479516900042634
black lagoon omake,Comedy,Special,6.8976964945539185
candyboy side story for archive,"Romance, School, Shoujo Ai",ONA,6.841661449819168
captain tsubasa europe daikessen,"Action, Shounen, Sports",Movie,6.587712120907008
clover,"Drama, Fantasy, Music, Sci-Fi, Shoujo",Music,6.724898656492785
crayon shinchan movie 19 arashi wo yobu ougon no spy daisakusen,Comedy,Movie,6.502334421132982
daikuu maryuu gaiking,"Adventure, Mecha, Sci-Fi, Shounen",TV,6.508523249881488
detective conan the fugitive kogorou mouri,"Comedy, Mystery",ONA,6.572544125149359
digimon frontier ornismon fukkatsu,"Adventure, Comedy, Drama, Fantasy, Shounen",Movie,6.772401901790852
dual parallel trouble adventures special,"Comedy, Drama, Harem, Mecha, Romance, Sci-Fi",Special,6.61454013663794
fatestay night tv reproduction,"Action, Fantasy, Magic, Romance, Shounen, Supernatural",OVA,6.859002250243416
futakoi alternative,"Comedy, Drama, Romance",TV,6.848698477437786
garakutadoori no stain,Comedy,TV,6.494436610637091
ginga senpuu braiger,"Action, Adventure, Mecha, Space",TV,6.506890719389767
gregory horror show the second guest,"Comedy, Demons, Horror, Mystery, Supernatural, Vampire",TV,6.492450591464877
hana no ko lunlun,"Drama, Magic, Shoujo",TV,6.560012412015157
hoshizora e kakaru hashi kakaru ka gakuensai ni koi no hashi,"Comedy, Ecchi, Romance, School",Special,6.825126663033862
ichigo 100 koi ga hajimaru satsuei gasshuku  yureru kokoro ga higashi e nishi e,"Ecchi, Romance, Shounen",Special,6.788014830670404
kakurenbo,"Horror, Psychological, Supernatural",Movie,6.855787876795976
kyouryuu boukenki jura tripper,"Adventure, Drama, Fantasy, Sci-Fi",TV,6.500356856476717
maji de watashi ni koi shinasai,"Comedy, Ecchi, Harem, Martial Arts, Romance, School, Super Power",TV,6.977941928932032
papuwa,"Adventure, Comedy",TV,6.511172371740917
pokemon advanced generation pokemon ranger to umi no ouji manaphy,"Action, Adventure, Drama, Fantasy, Kids",Movie,6.898067554191661
project ako,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,6.713332744538459
rinne no lagrange,"Action, Comedy, Mecha, Sci-Fi",TV,6.915855104100411
saenai heroine no sodatekata ai to seishun no service kai,"Comedy, Ecchi, Harem, Romance",Special,6.907626444540362
samurai deeper kyou,"Adventure, Comedy, Historical, Shounen, Supernatural",TV,6.909554330309803
sangokushi 1985,Historical,Special,6.472185372549649
senki zesshou symphogear meteoroidfalling burning and disappear then,"Action, Music, Sci-Fi",TV,6.926996075590729
shakugan no shana s specials,"Comedy, Parody",Special,6.828087513937373
taotao ehonkan sekai doubutsu banashi,"Adventure, Comedy, Fantasy, Kids",TV,6.495216455413077
tenpou ibun ayakashi ayashi,"Demons, Historical, Supernatural",TV,6.752298690405753
totsuzen neko no kuni banipal witt,Adventure,Movie,6.519099532411557
touch miss lonely yesterday  are kara kimi wa,"Romance, Shounen, Sports",Special,6.541206060268123
vandread gekitouhen,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",OVA,6.657212825533119
wakabagirl onsen tsukaritai,"Comedy, Slice of Life",Special,6.633814016726417
weiß kreuz ova,"Action, Drama",OVA,6.634151076279787
zone of the enders idolo,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,6.6667312477705805
aldnoahzero extra archives,"Action, Mecha, Sci-Fi",Special,6.691275577916002
aoki ryuusei spt layzner ova,"Action, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6.49881518176894
armitage iii dualmatrix,"Action, Adventure, Mecha, Sci-Fi",Movie,6.761608578336788
blood the last vampire,"Horror, Supernatural, Vampire",Movie,6.94253347940297
captain tsubasa saikyou no teki holland youth,"Action, Shounen, Sports",OVA,6.56715563044117
chou hatsumei boy kanipan,"Adventure, Comedy, Mecha, Romance",TV,6.480207742528806
coo tooi umi kara kita coo,"Adventure, Drama, Mystery, Slice of Life",Movie,6.504272847497894
crusher joe the movie,"Action, Adventure, Sci-Fi, Space",Movie,6.555766990477797
fateprototype,"Action, Fantasy, Magic, Romance, Shounen, Supernatural",OVA,6.9115436519362605
flag director1s edition issenman no kufura no kiroku,Action,Movie,6.510909305342031
ginga tetsudou 999 eien no tabibito emeraldas,"Sci-Fi, Space",Special,6.501757037433749
ginga tetsudou monogatari wasurerareta toki no wakusei,"Drama, Sci-Fi, Space",OVA,6.522535611167631
gyouten ningen batsealer,"Action, Adventure, Fantasy, Magic",TV,6.47027482367628
hakaba kitarou,"Horror, Supernatural",TV,6.686406232006633
harukanaru toki no naka de 3 kurenai no tsuki,"Action, Fantasy, Historical, Military, Shoujo",Special,6.568730788259723
harukanaru toki no naka de 3 kurenai no tsuki special,"Comedy, Fantasy, Shoujo",Special,6.5120064176403325
himouto umaruchans,"Comedy, Seinen, Slice of Life",Special,6.8133102996402855
hurricane live 2032,Music,Special,6.513382877217956
hyakka ryouran samurai girls,"Action, Comedy, Ecchi, Harem, Samurai, School",TV,6.962044960588389
ichigo 100 special 2,"Comedy, Ecchi, Romance, Shounen",Special,6.783603873463862
kamisama no inai nichiyoubi kioku,"Fantasy, Mystery",Special,6.825066305156017
kanamemo,"Comedy, Ecchi, Shoujo Ai, Slice of Life",TV,6.853104280270124
lupin iii touhou kenbunroku  another page,"Action, Adventure, Comedy, Mystery, Shounen",Special,6.545853656491253
maburaho,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,6.936046995298845
mermaid forest ova,"Drama, Fantasy, Horror, Mystery",OVA,6.614094912831153
mizuiro jidai,"Shoujo, Slice of Life",TV,6.535108744784068
moshidora,"Drama, Sports",TV,6.804902308512922
neo angelique abyss,"Comedy, Fantasy, Harem, Romance, Shoujo",TV,6.854934621384762
ninpuu kamui gaiden,"Action, Adventure, Historical, Martial Arts, Samurai",TV,6.49426142212915
sakura taisen,"Adventure, Mecha, Sci-Fi, Shounen",TV,6.758842820195257
sakura taisen gouka kenran,"Adventure, Mecha, Sci-Fi, Shounen",OVA,6.570776628826671
seigi wo aisuru mono gekkou kamen,"Action, Mystery",TV,6.474765603263564
sirius no densetsu,"Drama, Fantasy, Romance",Movie,6.555330990206875
sword art online extra edition,"Action, Adventure, Fantasy, Game, Romance",Special,6.960998842369131
thermae romae specials,"Comedy, Historical, Seinen",Special,6.553178427824899
touch 3 kimi ga toorisugita ato ni  don1t pass me by,"Drama, School, Sports",Movie,6.5130513254907765
ufo princess valkyrie special,"Comedy, Romance, Sci-Fi",Special,6.573901334764881
urusei yatsura haru da tobidase,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Special,6.547583701435109
wakabagirl,"Comedy, School, Slice of Life",TV,6.848313571270738
zetman,"Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural",TV,6.940606146921806
alps no shoujo heidi 1979,"Drama, Historical, Slice of Life",Movie,6.532061021473593
aoi blink,"Adventure, Fantasy",TV,6.5073211814109015
binchoutan,"Comedy, Slice of Life",TV,6.688297273366892
black jack sora kara kita kodomo,Drama,OVA,6.536931856242831
brothers conflict ova,"Harem, Romance, Shoujo",OVA,6.740818843293521
buzzer beater 2nd season,"Action, Sci-Fi, Shounen, Sports",TV,6.650691188568265
captain tsubasa sekai daikessen jr world cup,"Action, Shounen, Sports",Movie,6.565964464899533
cheer danshi,"School, Sports",TV,6.867708500924979
cossette no shouzou,"Drama, Horror, Magic, Psychological, Romance, Supernatural",OVA,6.897209683304952
dragon ball z zenbu misemasu toshi wasure dragon ball z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Slice of Life, Super Power",Special,6.623991117725328
fushigi yuugi eikouden,"Adventure, Drama, Fantasy, Romance, Shoujo",OVA,6.75860062981979
kindaichi shounen no jikenbo satsuriku no deep blue,"Mystery, Shounen",Movie,6.492663937700397
kishin taisen gigantic formula,"Mecha, Sci-Fi",TV,6.6368041422526485
manga sarutobi sasuke,"Adventure, Comedy, Historical, Supernatural",TV,6.487171526440537
minky momo in yume ni kakeru hashi,"Drama, Shoujo, Slice of Life",OVA,6.491099487493365
mobile suit gundam ms igloo the hidden one year war,"Mecha, Military, Sci-Fi, Space",OVA,6.711401994007492
monster strike mermaid rhapsody,"Action, Fantasy, Game",ONA,6.5036405498952945
overman king gainer,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,6.680331363894702
recorder to randoseru re,"Comedy, School, Seinen, Slice of Life",TV,6.808648382247561
samurai flamenco,"Action, Comedy, Parody",TV,6.93893339637097
schwarzesmarken,"Action, Drama, Historical, Mecha, Military, Sci-Fi",TV,6.916248230298287
shin angyo onshi,"Action, Fantasy",Movie,6.774467604821496
super seisyun brothers,"Comedy, Josei, Slice of Life",TV,6.814133447693762
tenpou ibun ayakashi ayashi  ayashi shinkyoku,"Action, Drama, Historical, Supernatural",Special,6.549054486361464
tesagure bukatsumono encore,"Parody, School, Slice of Life",TV,6.556559170301707
tsurupika hagemarukun,"Comedy, Kids",TV,6.47662640897911
wellber no monogatari sisters of wellber zwei,"Adventure, Fantasy, Historical, Romance",TV,6.590426959232312
candy boy episode ex02  shiawase kyouyuu riron,"Romance, Shoujo Ai, Slice of Life",Special,6.785301991267001
clamp in wonderland,Music,Music,6.758809997595341
dai mahou touge omake,Comedy,Special,6.655949517547286
dear boys,"Drama, Shounen, Sports",TV,6.762939323887443
dragon ball z movie 03 chikyuu marugoto choukessen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,6.915379358146773
el hazard 2 the magnificent world,"Adventure, Comedy, Fantasy",OVA,6.6601624505892545
fire tripper,"Fantasy, Sci-Fi",OVA,6.555919186356397
futari wa precure,"Action, Comedy, Fantasy, Magic, Shoujo",TV,6.8048707103587525
ginga tetsudou 999 hoshizora wa time machine,"Drama, Sci-Fi",Movie,6.482578127301011
jungle book shounen mowgli,"Adventure, Drama",TV,6.587898234126426
juubeechan 2 siberia yagyuu no gyakushuu,"Adventure, Comedy, Drama, Martial Arts, Samurai, Shounen",TV,6.6797660415032
juushin enbu hero tales,"Action, Fantasy, Shounen",TV,6.796532581304982
kikaider 01 the animation,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,6.5401704871245006
kinnikuman ii sei ultimate muscle,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",TV,6.567603730465242
kochira katsushikaku kameari kouenmae hashutsujo the movie 2 ufo shuurai tornado daisakusen,"Comedy, Police",Movie,6.48568676787896
kousoku denjin albegus,Mecha,TV,6.495324908656369
kuro no sumika chronus,Psychological,Movie,6.758841925506182
kurokami tora to tsubasa,"Action, Martial Arts, Super Power",Special,6.671279158855652
lupin iii lupin ikka seizoroi,"Adventure, Comedy, Shounen",Special,6.529949899017022
mahou shoujo madokamagica concept movie,"Drama, Magic, Psychological, Thriller",Movie,6.653103196764226
majime ni fumajime kaiketsu zorori,"Adventure, Kids",TV,6.479845895333821
mamotte lollipop,"Adventure, Comedy, Magic, Romance, Shoujo",TV,6.753139299423151
megazone 23,"Action, Mecha, Music, Mystery, Romance, Sci-Fi",OVA,6.674899168409312
naruto movie 2 dai gekitotsu maboroshi no chiteiiseki dattebayo,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Movie,6.942965531868105
niea under 7,"Comedy, Sci-Fi, Slice of Life",TV,6.798078013597722
norimono oukoku bubu chacha,"Comedy, Slice of Life",TV,6.4759288644319
osomatsukun,Comedy,TV,6.523972449909123
owari no seraph the beginning of the end,"Action, Drama, Shounen, Supernatural, Vampire",Special,6.778133544904046
