,anime_id,name,genre,type,episodes,rating,members
4669,1185,Battle Athletess Daiundoukai,"Action, Comedy, Ecchi, Sci-Fi, Shounen, Space, Sports",OVA,6,6.66,3115.0
4670,3389,Bus Gamer,Action,TV,3,6.66,20550.0
4671,5189,Chou Tokkyuu Hikarian,"Action, Adventure, Kids",TV,156,6.66,337.0
4672,3035,Chouon Senshi Borgman,"Action, Demons, Sci-Fi, Shounen",TV,35,6.66,947.0
4673,2696,Crusher Joe 1989,"Action, Adventure, Sci-Fi",OVA,2,6.66,1279.0
4674,21599,Fight Ippatsu Juudenchan OVA,"Comedy, Ecchi, Sci-Fi",OVA,1,6.66,1285.0
4675,7744,Fight Ippatsu Juudenchan Specials,"Comedy, Ecchi",Special,6,6.66,4700.0
4676,3185,Fortune Quest L,"Adventure, Comedy, Fantasy, Magic",TV,26,6.66,845.0
4677,11307,Ginga Patrol PJ,"Drama, Military, Sci-Fi, Space",TV,26,6.66,316.0
4678,10187,HenSemi TV,"Comedy, Ecchi, Seinen",TV,13,6.66,27878.0
4679,10338,Honto ni Atta Reibai Sensei,"Comedy, School, Shounen, Supernatural",TV,22,6.66,5082.0
4680,32214,Koukaku no Pandora,"Action, Comedy, Ecchi, Sci-Fi",TV,12,6.66,25545.0
4681,2895,Kujiratori,Adventure,Movie,1,6.66,1572.0
4682,3054,La Seine no Hoshi,"Adventure, Drama, Historical, Shoujo",TV,39,6.66,964.0
4683,12661,Light Lag,Music,Music,1,6.66,891.0
4684,3391,Maicching Machikosensei,"Comedy, Ecchi, School",TV,95,6.66,891.0
4685,4640,Maroko,"Comedy, Sci-Fi",Movie,1,6.66,353.0
4686,32446,MONSTER GENERATiON,Music,Music,1,6.66,468.0
4687,30757,Monster Strike,"Action, Fantasy, Game",ONA,51,6.66,7089.0
4688,31144,Mottainai,Slice of Life,Special,1,6.66,2234.0
4689,31621,Ooyasan wa Shishunki,"Comedy, Slice of Life",TV,12,6.66,24131.0
4690,31797,Ore ga Ojousama Gakkou ni quotShomin Samplequot Toshite GetsSareta Ken Specials,"Comedy, Ecchi, Harem, Romance, School",Special,6,6.66,6878.0
4691,682,Otogi Story Tenshi no Shippo,"Comedy, Fantasy, Harem, Magic, Romance",TV,12,6.66,9099.0
4692,438,Phantom The Animation,"Action, Drama, Shounen",OVA,3,6.66,9285.0
4693,16680,Pokemon Best Wishes Season 2 Shinsoku no Genosect  Mewtwo Kakusei,"Action, Adventure, Comedy, Fantasy, Kids",Movie,1,6.65,12517.0
4694,8709,Pokemon Pikachu Koori no Daibouken,"Adventure, Comedy, Fantasy, Kids",Special,1,6.66,3447.0
4695,10916,Pokemon Pikachu no Fuyuyasumi 2000,"Adventure, Comedy, Fantasy, Kids",OVA,2,6.67,4379.0
4696,25867,RollingGirls,"Action, Adventure, Slice of Life, Super Power",TV,12,6.66,48310.0
4697,27741,Shounen Hollywood Holly Stage for 50,"Music, Shoujo, Slice of Life",TV,13,6.66,3800.0
4698,10384,Sono Hanabira ni Kuchizuke wo Reo x Mai Diaries,"Comedy, Romance, School, Shoujo Ai",ONA,10,6.66,5125.0
4699,2766,Super Doll Liccachan,"Adventure, Comedy, Magic",TV,52,6.66,1826.0
4700,18799,Take Your Way,"Action, Music, Seinen, Supernatural",Music,1,6.66,1387.0
4701,4427,Tatakae Ramenman,"Action, Adventure, Comedy, Martial Arts, Shounen",TV,35,6.66,431.0
4702,6468,Tensai Bakabon,"Comedy, Slice of Life",TV,40,6.66,313.0
4703,5535,Tottoi,"Adventure, Drama, Kids, Slice of Life",Movie,1,6.66,280.0
4704,4387,UFO Robo Grendizer tai Great Mazinger,"Mecha, Sci-Fi",Movie,1,6.66,923.0
4705,715,Yume de Aetara,"Comedy, Drama, Ecchi, Romance, Seinen",OVA,3,6.66,2703.0
4706,12437,Yuri Seijin Naokosan 2012,Comedy,OVA,1,6.66,6578.0
4707,15951,Amagami SS Plus Picture Drama,Romance,Special,2,6.65,8232.0
4708,1370,Atama Yama,"Comedy, Dementia, Fantasy",Movie,1,6.65,4541.0
4709,1682,Baldr Force Exe Resolution,"Action, Drama, Mecha, Sci-Fi",OVA,4,6.65,12443.0
4710,31573,Brave Beats,"Adventure, Music",TV,22,6.65,2299.0
4711,16614,Busou Shinki OVA,"Action, Sci-Fi",OVA,1,6.65,4158.0
4712,9558,Cheung gong chat hou,Kids,Movie,1,6.65,215.0
4713,3522,Choujin Locke,"Action, Sci-Fi, Super Power",Movie,1,6.65,1250.0
4714,1794,Dirty Pair no Ooshoubu Nolandia no Nazo,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,1,6.65,2045.0
4715,9493,Dororon Enmakun Meeramera,"Action, Comedy, Ecchi, Fantasy, Magic, Super Power, Supernatural",TV,12,6.65,11006.0
4716,1189,Eden1s Bowy,"Action, Adventure, Fantasy, Romance, Sci-Fi",TV,26,6.65,4106.0
4717,5883,Examurai Sengoku,"Action, Martial Arts, Samurai, Sci-Fi",TV,24,6.65,2701.0
4718,29231,Fushigiboshi noFutagohime Gyu Recap,"Comedy, Magic, Shoujo",OVA,1,6.65,220.0
4719,2061,Gall Force 2 Destruction,"Action, Military, Sci-Fi, Space",OVA,1,6.65,1372.0
4720,19271,Gekitou Crush Gear Turbo Kaizabaan no Chousen,"Shounen, Sports",Movie,1,6.65,273.0
4721,3433,GoQChoji Ikkiman,"Sci-Fi, Sports",TV,32,6.65,295.0
4722,9900,Hamster Club,Kids,TV,140,6.65,318.0
4723,8101,HenSemi,"Comedy, Ecchi, Seinen",OVA,2,6.65,19029.0
4724,33309,Jie Mo Ren,"Action, Fantasy, Mystery, Supernatural",ONA,14,6.65,942.0
4725,3435,Joou Heika no Petite Angie,"Historical, Mystery, Shoujo",TV,26,6.65,451.0
4726,11583,Kami nomi zo Shiru Sekai Natsuiro Surprise,Music,Music,1,6.65,5772.0
4727,5828,Kishin Douji Zenki Gaiden Anki Kitan,"Action, Supernatural",OVA,1,6.65,892.0
4728,33118,Kuma Miko Specials,"Comedy, Seinen",Special,2,6.65,4237.0
4729,3878,Mahou Shoujo Lalabel,"Comedy, Magic, Shoujo, Slice of Life",TV,49,6.65,635.0
4730,31448,Mahouka Koukou no Rettousei Yoku Wakaru Mahouka Special,"Comedy, Magic",Special,1,6.64,3111.0
4731,32324,Major 2nd,"Shounen, Sports",Special,1,6.65,458.0
4732,31560,Miss Monochrome The Animation 3,"Comedy, Music, Slice of Life",TV,13,6.66,7905.0
4733,23943,Mobile Suit Gundam Unicorn One of Seventy Two,Mecha,Special,1,6.65,889.0
4734,4421,Moetan Specials,"Comedy, Ecchi, Magic, School",Special,2,6.65,4036.0
4735,1,1,1,1,1,1,1.0
4736,6625,Nonochan,"Comedy, Slice of Life",TV,61,6.65,367.0
4737,31452,Norn9 NornNonet,"Adventure, Fantasy, Josei, Romance",TV,12,6.65,38139.0
4738,32190,Omoi no Kakera,Slice of Life,Special,1,6.65,2301.0
4739,4910,Pokemon Pikachu no Wanpaku Island,"Adventure, Comedy, Fantasy, Kids",Special,1,6.65,6379.0
4740,4792,Pokemon Pikachu Tankentai,"Adventure, Comedy, Fantasy, Kids",Movie,1,6.65,13702.0
4741,1298,Project AKo 4 Final,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.65,2467.0
4742,17913,Redial,Music,Music,1,6.66,1710.0
4743,1693,Reideen,"Action, Mecha, Sci-Fi",TV,26,6.65,5736.0
4744,13517,Ryuugajou Nanana no Maizoukin,"Comedy, Supernatural",Special,1,6.66,7177.0
4745,10687,Saint Seiya Legend of Sanctuary,"Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,6.65,10776.0
4746,19919,Tesagure Bukatsumono,"Parody, School, Slice of Life",TV,12,6.65,5670.0
4747,471,To Heart 2,"Comedy, Drama, Harem, Romance, School, Slice of Life",TV,13,6.65,13877.0
4748,2699,Uchuu Kaizoku Mito no Daibouken,"Action, Comedy, Sci-Fi",TV,13,6.65,1009.0
4749,4371,Uchuu Senshi Baldios Movie,"Action, Mecha, Sci-Fi, Space",Movie,1,6.65,451.0
4750,1233,Aozora Shoujotai,"Action, Comedy, Military, Romance, Shounen",OVA,7,6.64,3596.0
4751,17092,Dallyeola Hani,Sports,TV,13,6.64,209.0
4752,30127,Danchigai,"Comedy, Slice of Life",TV,12,6.64,37913.0
4753,17705,DD Hokuto no Ken 2013,"Parody, Seinen",TV,13,6.64,1805.0
4754,660,Denshin Mamotte Shugogetten,"Comedy, Fantasy, Magic, Romance, Shounen",OVA,8,6.64,2372.0
4755,4554,Dokkiri Doctor,"Comedy, Slice of Life",TV,26,6.64,472.0
4756,12885,Dynamic Super Robots Soushingekki,"Action, Mecha, Sci-Fi, Shounen",Special,3,6.64,507.0
4757,31070,Etotama Specials,"Action, Comedy, Fantasy",Special,6,6.64,3753.0
4758,1733,eXDriver Nina amp Rei Danger Zone,"Action, Cars, Sci-Fi",OVA,1,6.64,2297.0
4759,1799,Fatal Fury Legend of the Hungry Wolf,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",OVA,1,6.64,5353.0
4760,21373,Freezing Vibration Specials,"Action, Comedy, Ecchi",Special,6,6.64,12299.0
4761,125,Futakoi,"Comedy, Romance, School",TV,13,6.64,23968.0
4762,8765,Futarigurashi,"Comedy, Ecchi, Romance",TV,36,6.64,551.0
4763,30531,Gakuen Handsome The Animation,"Comedy, Parody, School, Shounen Ai",OVA,1,6.63,2038.0
4764,8538,Gokujou Mecha Mote Iinchou Second Collection,"Comedy, Romance, School, Shoujo",TV,51,6.64,1223.0
4765,24695,Gokukoku no Brynhildr Special,"Comedy, Ecchi, Harem, Sci-Fi, Seinen",Special,1,6.64,20758.0
4766,14145,Hanayaka Nari Waga Ichizoku Kinetograph,"Drama, Historical, Josei",OVA,2,6.64,8305.0
4767,20381,Jungle Taitei Movie,"Adventure, Shounen",Movie,1,6.64,271.0
4768,3100,Kamen Rider SD Kaiki Kumo Otoko,"Action, Parody",OVA,1,6.64,575.0
4769,5153,Kikou Kai Galient,"Action, Fantasy, Mecha, Sci-Fi",TV,25,6.64,1164.0
4770,4504,Kinkyuu Hasshin Saver Kids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,50,6.64,225.0
4771,21241,Kyoukai no Kanata Idol Saiban Mayoi Nagara mo Kimi wo Sabaku Tami,Comedy,ONA,5,6.64,19389.0
4772,31866,Last Exile Ginyoku no Fam Movie  Over the Wishes,"Action, Adventure, Sci-Fi",Movie,1,6.64,1948.0
4773,6368,Legend of Regios,Magic,Special,3,6.64,6194.0
4774,783,Miami Guns,"Comedy, Ecchi, Police, Shounen",TV,13,6.64,2765.0
4775,2306,Mobile Suit SD Gundam1s Counterattack,"Comedy, Mecha, Parody",OVA,2,6.64,1982.0
4776,4536,Muteki Robo Trider G7,"Comedy, Mecha, Sci-Fi, Space",TV,50,6.64,350.0
4777,8487,Onigamiden,"Action, Demons, Supernatural",Movie,1,6.64,7736.0
4778,4013,Paul no Miracle Daisakusen,"Action, Adventure, Kids",TV,51,6.64,413.0
4779,10917,Pokemon Pikachu no Fuyuyasumi 2001,"Adventure, Comedy, Fantasy, Kids",OVA,3,6.64,4079.0
4780,1297,Project AKo 3 Cinderella Rhapsody,"Action, Comedy, Mecha, Sci-Fi, Super Power",OVA,1,6.64,2601.0
4781,2031,Shining Tears X Wind,"Action, Adventure, Fantasy, Magic",TV,13,6.64,23477.0
4782,6885,Sora no Manimani Specials,"Comedy, School, Slice of Life",Special,3,6.64,4444.0
4783,684,Tenshi no Shippo Chu,"Fantasy, Magic, Romance",TV,11,6.64,3674.0
4784,9531,Tezuka Osamu Monogatari Boku wa Son Gokuu,Adventure,Special,1,6.64,244.0
4785,21353,Tokyo ESP,"Action, Comedy, Sci-Fi, Shounen, Super Power, Supernatural",TV,12,6.64,95168.0
4786,33377,Trickster Edogawa Ranpo quotShounen Tanteidanquot yori,Mystery,TV,24,6.64,52260.0
4787,4132,Wakakusa no Yon Shimai,"Drama, Historical, Slice of Life",TV,26,6.64,476.0
4788,718,Yume de Aetara TV,"Comedy, Drama, Romance, Seinen, Slice of Life",TV,16,6.64,3821.0
4789,30056,Amagi Brilliant Park Wakuwaku Mini Theater  Rakugaki Backstage,Comedy,Special,7,6.63,14515.0
4790,10196,Baby Princess 3D Paradise 0 Love,"Ecchi, Harem, Seinen",OVA,1,6.63,17570.0
4791,32311,Beautiful World,"Action, Drama, Mecha, Music, Sci-Fi",Music,1,6.62,1215.0
4792,13253,Blossom,Music,Movie,1,6.63,2825.0
4793,2640,Doraemon It1s Summer,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.63,487.0
4794,33222,Fudanshi Koukou Seikatsu,"Comedy, School, Shoujo, Slice of Life",TV,12,6.63,26360.0
4795,26053,Futari wa Precure SplashStar MajiDoki Theater,"Action, Comedy, Fantasy, Magic, Shoujo",Movie,1,6.63,609.0
4796,6472,Gakkou no Kowai Uwasa Hanakosan ga Kita,Horror,TV,35,6.63,637.0
4797,2062,Gall Force 3 Stardust War,"Action, Military, Sci-Fi, Space",OVA,1,6.63,1281.0
4798,2617,Ghiblies,Comedy,Special,2,6.63,3230.0
4799,23137,Girls und Panzer Heartful Tank Disc Picture Drama,"Military, School",Special,4,6.63,2296.0
4800,8839,Gundam Neo Experience 0087 Green Divers,"Adventure, Mecha, Space",Movie,1,6.63,1849.0
4801,2207,Hamelin no Violin Hiki The Movie,"Adventure, Comedy, Fantasy",Movie,1,6.63,1551.0
4802,25861,Inugamisan to Nekoyamasan Special,"Comedy, School, Shoujo Ai",Special,1,6.63,7062.0
4803,33129,Joker Game Kuroneko Yoru no Bouken,"Drama, Historical, Military, Seinen",Special,2,6.62,8011.0
4804,6657,Joshikousei Girl1s High Specials,"Comedy, Slice of Life",Special,3,6.63,2920.0
4805,6375,Kagaku Ninjatai Gatchaman F,"Action, Adventure, Sci-Fi, Shounen",TV,48,6.63,810.0
4806,3273,Kinnikuman 1984,"Action, Comedy, Shounen, Sports",Movie,1,6.63,474.0
4807,6509,Kiteretsu Daihyakka,"Comedy, Drama, Slice of Life",TV,331,6.63,1083.0
4808,7430,Konjiki no Gash Bell Ougon no Chichi wo Motsu Otoko,"Action, Adventure, Comedy, Ecchi, Kids, Magic, Romance, Super Power, Supernatural",OVA,1,6.63,1991.0
4809,10671,Moritasan wa Mukuchi,"Comedy, School, Slice of Life",TV,13,6.63,15046.0
4810,24175,Nozo x Kimi,"Comedy, Ecchi, Romance, School, Shounen",OVA,3,6.63,13526.0
4811,17157,Nozoki Ana,"Comedy, Drama, Ecchi",OVA,1,6.63,21200.0
4812,612,PetoPetosan,"Comedy, Fantasy, Romance, School",TV,13,6.63,3956.0
4813,2842,Pokemon Fushigi no Dungeon Shutsudou Pokemon Kyuujotai Ganbaruzu,"Adventure, Fantasy",Special,1,6.63,8541.0
4814,4962,Rokumon Tengai Mon Colle Knights,"Adventure, Comedy, Fantasy, Kids, Magic, Parody",TV,51,6.63,2625.0
4815,30088,Ryoutei no Aji,Slice of Life,Special,4,6.63,538.0
4816,8900,Saru Getchu On Air 2nd,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",TV,51,6.63,263.0
4817,4067,Shin Megami Tensei Devil Children,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,50,6.63,1110.0
4818,1836,Shuffle Memories,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,12,6.63,34109.0
4819,5583,Sonic Night of the WereHog,Action,ONA,1,6.63,3424.0
4820,1044,Taiyou no Ouji Horus no Daibouken,"Adventure, Drama, Magic",Movie,1,6.63,3717.0
4821,2560,Terra e,"Action, Drama, Sci-Fi, Shounen",Movie,1,6.63,4807.0
4822,2552,Tetsuko no Tabi,"Comedy, Seinen, Slice of Life",TV,13,6.63,1292.0
4823,30250,Triage X Recollection XOXO,"Action, Ecchi, School, Shounen",OVA,1,6.63,8509.0
4824,12317,Upotte,"Action, Comedy, Military, Seinen",ONA,10,6.63,43759.0
4825,1276,Ys,"Adventure, Demons, Drama, Fantasy, Magic",OVA,7,6.63,4317.0
4826,55,Arc the Lad,"Action, Adventure, Fantasy, Horror, Sci-Fi",TV,26,6.62,10392.0
4827,30953,Arslan Senki TV Specials,Comedy,Special,8,6.62,5241.0
4828,4975,ChäoSHEAd,"Harem, Mystery, Psychological, Sci-Fi, Supernatural",TV,12,6.62,174337.0
4829,5449,Chibi Kero Kerobouru no Himitsu,Comedy,Special,1,6.62,625.0
4830,33145,Detective Conan Nazo no Suisei Kaijuu wo Oe,Mystery,OVA,1,6.62,976.0
4831,33069,Dimension W Special,"Sci-Fi, Seinen",Special,1,6.62,4593.0
4832,2485,Doku Tenshi no Shippo,"Comedy, Fantasy, Magic, Romance",Special,4,6.62,1184.0
4833,3842,Doubutsu Takarajima,Adventure,Movie,1,6.62,818.0
4834,5476,Fushigi na Melmo,"Magic, Shoujo",TV,26,6.62,440.0
4835,32561,Hai to Gensou no Grimgar Special,Comedy,Special,1,6.62,18358.0
4836,1235,I11s Pure Bonus,"Comedy, Ecchi, Romance",Special,5,6.62,4688.0
4837,257,Ikkitousen,"Ecchi, Martial Arts, School, Super Power",TV,13,6.62,88969.0
4838,30030,Jewelpet Magical Change,"Comedy, Fantasy, Magic, Shoujo",TV,39,6.62,1007.0
4839,9203,KOn UraOn,Comedy,Special,9,6.62,23216.0
4840,11507,Kami nomi zo Shiru Sekai Nonstop Hunters,Music,Music,1,6.62,6634.0
4841,1793,Kaze no Na wa Amnesia,"Action, Dementia, Drama, Sci-Fi",Movie,1,6.62,8230.0
4842,15279,Kira Kira 5th Anniversary Live Anime Kick Start Generation,Music,OVA,1,6.62,1381.0
4843,799,Kokoro Toshokan,"Comedy, Drama, Slice of Life",TV,13,6.62,3748.0
4844,8560,Kyou Koi wo Hajimemasu,"Romance, School, Shoujo",OVA,2,6.62,20953.0
4845,32031,Leopard Eyes,Music,Music,1,6.62,473.0
4846,5225,Lupin III Pilot Film,"Action, Comedy, Shounen",Movie,1,6.62,3500.0
4847,12921,Moritasan wa Mukuchi Specials,"Comedy, School, Slice of Life",Special,2,6.62,2769.0
4848,9789,Nezumi Monogatari George to Gerald no Bouken,"Adventure, Kids",Movie,1,6.62,483.0
4849,18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"Comedy, Romance, Seinen, Slice of Life",ONA,3,6.62,70559.0
4850,1141,Palme no Ki,"Adventure, Drama, Fantasy, Romance",Movie,1,6.62,3462.0
4851,9077,Rokudenashi Blues,"Comedy, Drama, School, Shounen, Sports",Movie,1,6.62,465.0
4852,4481,Saiyuuki,Adventure,Movie,1,6.62,1175.0
4853,32728,Sensou no Tsukurikata,"Drama, Kids",ONA,1,6.62,97.0
4854,4068,Shin Megami Tensei Devil Children Light amp Dark,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",TV,52,6.62,800.0
4855,8139,Shin Minashigo Hutch,"Adventure, Comedy, Drama",TV,26,6.62,229.0
4856,425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Comedy, Shounen Ai, Sports",OVA,2,6.62,4085.0
4857,9924,Shukufuku no Campanella La Campanella Della Benedizione,"Comedy, Ecchi, Fantasy",OVA,1,6.62,4023.0
4858,10723,Sojunghan Nalui Kkum,"Comedy, Drama, Romance",Movie,1,6.62,904.0
4859,17409,Sukitte Ii na yo Mei and Marshmallow,"Romance, School, Shoujo",Special,10,6.62,17684.0
4860,2626,TheDoraemons Mushimushi Pyonpyon Daisakusen,Fantasy,Movie,1,6.62,479.0
4861,2210,Tooi Sekai,"Drama, Romance",ONA,1,6.62,11347.0
4862,16347,Usavich V,Comedy,TV,13,6.62,985.0
4863,6226,Utawarerumono Recaps,"Action, Drama, Fantasy",Special,2,6.62,2667.0
4864,312,Ace wo Nerae Final Stage,"Action, Drama, Sports",OVA,12,6.61,714.0
4865,30795,Bakuon,"Comedy, Seinen, Slice of Life",TV,12,6.61,31295.0
4866,10055,Black Jack Heian Sento,Shounen,Movie,1,6.61,1087.0
4867,6579,Chikyuu Bouei Kazoku Special,"Comedy, Kids, Mecha, School, Super Power",Special,1,6.61,215.0
4868,17277,Code Geass Soubou no Oz Picture Drama,"Action, Drama, Mecha, Military, School, Supernatural",OVA,5,6.61,6467.0
4869,8211,Dance in the Vampire Bund Recap,"Action, Supernatural, Vampire",Special,1,6.61,9758.0
4870,1,1,1,1,1,1,1.0
4871,12351,eXDriver the Movie Specials,Comedy,Special,3,6.61,497.0
4872,7124,Madou King Granzort Boukenhen,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",OVA,3,6.61,196.0
4873,20441,Meitantei Holmes Mrs Hudson Hitojichi Jiken no Maki  Dover Kaikyou no Daikuuchuusen no Maki,"Adventure, Comedy, Mystery",Movie,1,6.61,260.0
4874,30384,Miss Monochrome The Animation 2,"Comedy, Music, Slice of Life",TV,13,6.61,12064.0
4875,4314,Nanamichan 2nd Series,"Comedy, Kids",TV,16,6.61,336.0
4876,9943,Oresama Kingdom,"Romance, Shoujo",OVA,14,6.61,1846.0
4877,26359,Persona 4 the Golden Animation Thank you Mr Accomplice,"Adventure, Drama, Mystery, Supernatural",Special,1,6.61,5230.0
4878,17873,Pokemon Best Wishes Season 2 Decolora Adventure,"Action, Adventure, Comedy, Fantasy, Kids",TV,20,6.61,12499.0
4879,11069,Pokemon Pikachu no Fushigi na Fushigi na Daibouken,"Adventure, Comedy, Fantasy, Kids",Special,1,6.61,3088.0
4880,1964,Sakura Taisen Ecole de Paris,"Action, Adventure, Game, Harem, Mecha, Sci-Fi",OVA,3,6.61,2201.0
4881,9220,Seikimatsu Occult Gakuin Specials,"Comedy, School, Supernatural",Special,4,6.61,7550.0
4882,18549,Sengoku Basara Movie 4Koma Gekijou  Another Last Party,"Comedy, Historical",Special,5,6.61,1993.0
4883,15095,Shin KoihimeMusou OVA Omake,"Adventure, Comedy, Fantasy",Special,1,6.61,1041.0
4884,15015,Shin KoihimeMusou Otome Tairan OVA Omake,"Adventure, Comedy, Fantasy",Special,1,6.61,1035.0
4885,1,1,1,1,1,1,1.0
4886,34009,To Be Hero,Comedy,TV,12,6.61,14718.0
4887,33208,Utawarerumono Itsuwari no Kamen Specials,"Comedy, Fantasy",Special,2,6.61,1748.0
4888,20987,Yozakura Quartet YozaQuar,Comedy,Special,6,6.61,4545.0
4889,5849,Zettai Karen Children Recap,"Action, Comedy, Shounen, Supernatural",Special,1,6.61,1603.0
4890,20655,Amnesia OVA,"Fantasy, Shoujo",OVA,1,6.6,15956.0
4891,810,Android Ana Maico 2010,"Comedy, Drama, Sci-Fi, Seinen",TV,24,6.6,1896.0
4892,999,Blue Seed 2,"Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural",OVA,3,6.6,3790.0
4893,9881,Chou Supercar Gattiger,"Action, Cars, Sci-Fi",TV,25,6.6,199.0
4894,14317,Computer Kakumei Saikyou x Saisoku no Zunou Tanjou,Sci-Fi,Special,1,6.6,5171.0
4895,15325,Dakara Boku wa H ga Dekinai Recap,"Comedy, Ecchi, Romance, Supernatural",Special,1,6.6,11869.0
4896,7578,Gokinjo Monogatari the Movie,"Comedy, Drama, Romance",Movie,1,6.6,1343.0
4897,9291,Hello Kitty no Cinderella,"Fantasy, Kids",Movie,1,6.6,362.0
4898,23787,HisCoool SeHa Girls,"Comedy, Game",TV,13,6.6,7440.0
4899,30237,Hyakka Ryouran Samurai After Specials,Ecchi,Special,2,6.6,3703.0
4900,16101,Jinrui wa Suitai Shimashita Ningensan no Youseisan Memo,"Fantasy, Seinen",ONA,1,6.6,3083.0
4901,3280,Kinnikuman Kessen Shichinin no Seigi Choujin vs Uchuu Nobushi,"Action, Comedy, Shounen, Sports",Special,1,6.6,406.0
4902,8140,Konchuu Monogatari Minashigo Hutch 1989,"Adventure, Comedy, Drama",TV,55,6.6,438.0
4903,8304,Koutetsu Sangokushi Special,"Historical, Shounen",Special,1,6.6,614.0
4904,32481,Love Live Kouhaku Special Anime,Music,Special,1,6.59,1291.0
4905,5165,Macross 25th Anniversary All That VF Macross F Version,"Action, Mecha, Sci-Fi",ONA,1,6.6,2219.0
4906,8518,MaiOtome Special Otome no Inori,"School, Slice of Life",Special,1,6.6,2068.0
4907,4209,MissionE,"Action, Comedy, School, Sci-Fi",TV,12,6.6,3931.0
4908,10808,Mobile Suit Gundam AGE,"Action, Mecha, Sci-Fi, Space",TV,49,6.6,18031.0
4909,6270,Neko Machi,"Fantasy, Horror",OVA,1,6.6,716.0
4910,23427,Oneechan ga Kita Special,"Comedy, Slice of Life",Special,1,6.6,11094.0
4911,1807,Prism Ark,"Action, Comedy, Drama, Fantasy, Magic",TV,12,6.6,16596.0
4912,10810,Pucca 2008,"Action, Comedy, Parody, Romance",TV,13,6.6,2173.0
4913,20155,RoKyuBu SS Recap,"Comedy, Ecchi, School, Sports",Special,1,6.6,2148.0
4914,9078,Rokudenashi Blues 1993,"Action, Comedy, Drama, School, Shounen, Sports",Movie,1,6.6,298.0
4915,1724,Saint October,"Adventure, Fantasy",TV,26,6.6,3838.0
4916,17551,Shakugan no Shana Shana amp Yuuji no Naze Nani Shana Nandemo Shitsumonbako,"Comedy, Fantasy, Supernatural",Special,1,6.6,3965.0
4917,13251,Shin Hikari Shinwa Palutena no Kagami,"Adventure, Comedy, Fantasy",ONA,3,6.6,1763.0
4918,10109,Softenni,"Comedy, Ecchi, School, Sports",TV,12,6.6,16068.0
4919,22785,Sono Hanabira ni Kuchizuke wo Risa x Miya Gekijou,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,10,6.6,2291.0
4920,12439,Soukou Kihei Votoms Vol1 Stories of the 1AT Votoms1,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.6,289.0
4921,17821,Stella Jogakuin Koutouka C³bu,"Military, School, Sports",TV,13,6.6,36235.0
4922,950,Street Fighter Alpha Generations,"Adventure, Shounen",Movie,1,6.6,8906.0
4923,7522,Taichi Senjimon,"Action, Adventure, Fantasy, Magic",TV,39,6.6,577.0
4924,8109,Tottoko Hamtarou Movie 4 Hamtaro to Fushigi no Oni no Emon Tou,"Adventure, Comedy, Kids",Movie,1,6.6,962.0
4925,8965,Tottoko Hamtarou OVA 3 Hamuchanzu to Niji no Kuni no Oujisama  Sekai de Ichiban no Takaramono,"Adventure, Comedy, Kids",OVA,1,6.6,745.0
4926,3570,Yadosagashi,"Adventure, Fantasy, Kids, Slice of Life",Special,1,6.6,1113.0
4927,28155,Yoru no Yatterman,"Action, Adventure, Comedy, Drama",TV,12,6.6,22662.0
4928,23579,12sai,"Romance, School, Shoujo",OVA,8,6.59,6211.0
4929,29863,Anata wo Zutto Aishiteru,"Adventure, Kids",Movie,1,6.59,520.0
4930,1789,Argento Soma Special,"Action, Mecha, Sci-Fi",Special,1,6.59,2508.0
4931,9795,Atashin1chi Movie,Comedy,Movie,1,6.59,260.0
4932,25457,Avengers Confidential Black Widow to Punisher,"Action, Sci-Fi, Seinen",Movie,1,6.59,1742.0
4933,9857,Bakusou Kyoudai Let1s amp Go Special,"Adventure, Cars, Shounen, Sports",Special,1,6.59,344.0
4934,105,Boys Be,"Comedy, Romance, Shounen, Slice of Life",TV,13,6.59,15026.0
4935,4383,Catman Series III,"Comedy, Fantasy, Slice of Life",TV,6,6.59,796.0
4936,2836,Chiisana Viking Vickie,"Adventure, Comedy, Historical, Kids",TV,78,6.59,1452.0
4937,2771,Chou Kuse ni Narisou,"Comedy, Romance, School, Shoujo, Slice of Life",TV,39,6.59,752.0
4938,14989,Chousoku Henkei Gyrozetter,"Action, Cars, Mecha, Shounen",TV,51,6.58,3183.0
